symbol,current_price,price_change_24h,volume_24h_usd,volume_category,rsi,volatility,opportunity_score,volume_ratio,price_position,trades_24h,high_24h,low_24h
KAVAUSDT,0.3825,3.630452451910049,59.84163,nano_cap,100.0,1.8219158557427122,7.260904903820098,0.0,100.0,3,0.3825,0.3695
LAZIOUSDT,0.759,0.0,36.432,nano_cap,,2.289734228707919,20.0,1.0,50.0,1,0.759,0.759
MEUSDT,0.71,-4.054054054054057,29.0461,nano_cap,0.0,0.7773705074609721,25.0,0.0,0.0,1,0.71,0.71
RAREUSDT,0.0479,0.0,27.36007,nano_cap,50.0,3.1610245731915523,35.0,0.0,0.0,2,0.0483,0.0479
NEIROUSDT,0.00037096,-8.171398866252455,12.43299367,nano_cap,0.0,1.5532857800207078,25.0,0.0,0.0,3,0.00037097,0.00037096
WAXPUSDT,0.01973,-3.2843137254901955,10.8,nano_cap,0.0,0.9409254951709473,25.0,0.0,0.0,4,0.02027,0.01973
ADXUSDT,0.123,1.821192052980125,8.7763,nano_cap,100.0,3.9145542462117806,38.64238410596025,12.164383561643836,100.0,3,0.123,0.1169
BICOUSDT,0.0981,-8.744186046511615,8.725995,nano_cap,,1.4991980305990342,5.0,0.0,50.0,1,0.0981,0.0981
BOSONUSDT,0.0908,-0.2197802197802079,3.13457,nano_cap,,1.5266321189373393,10.0,0.0,0.0,2,0.0909,0.0908
GTCUSDT,0.268,0.0,1.7688,nano_cap,,0.755584974528281,5.0,0.0,50.0,1,0.268,0.268
BTRSTUSDT,0.0,0.0,0.0,nano_cap,,0.35915846235761517,5.0,1.0,50.0,0,0.0,0.0
PONDUSDT,0.0,0.0,0.0,nano_cap,,1.430727415872072,5.0,1.0,50.0,0,0.0,0.0
LSKUSDT,0.0,0.0,0.0,nano_cap,,1.3409809927120764,5.0,1.0,50.0,0,0.0,0.0
ILVUSDT,0.0,0.0,0.0,nano_cap,,2.960752519179942,20.0,1.0,50.0,0,0.0,0.0
ALICEUSDT,0.0,0.0,0.0,nano_cap,,1.606449295809243,5.0,1.0,50.0,0,0.0,0.0
ALPINEUSDT,0.0,0.0,0.0,nano_cap,,1.4576585648694866,5.0,1.0,50.0,0,0.0,0.0
GUSDT,0.0,0.0,0.0,nano_cap,,1.9890055964230755,5.0,1.0,50.0,0,0.0,0.0
API3USDT,0.0,0.0,0.0,nano_cap,,0.8844513488606995,5.0,1.0,50.0,0,0.0,0.0
PROMUSDT,0.0,0.0,0.0,nano_cap,,0.8180792253312154,5.0,1.0,50.0,0,0.0,0.0
STGUSDT,0.0,0.0,0.0,nano_cap,,1.4662458016452673,5.0,1.0,50.0,0,0.0,0.0
RADUSDT,0.0,0.0,0.0,nano_cap,,0.9079242005963656,5.0,1.0,50.0,0,0.0,0.0
FLOWUSDT,0.0,0.0,0.0,nano_cap,,0.9513570972760584,5.0,1.0,50.0,0,0.0,0.0
REQUSDT,0.0,0.0,0.0,nano_cap,,0.7186795223814041,5.0,1.0,50.0,0,0.0,0.0
METISUSDT,0.0,0.0,0.0,nano_cap,,1.3684439610468409,5.0,1.0,50.0,0,0.0,0.0
DATAUSDT,0.0,0.0,0.0,nano_cap,,1.3506897053573088,5.0,1.0,50.0,0,0.0,0.0
DUSDT,0.0,0.0,0.0,nano_cap,,1.1014590772362163,5.0,1.0,50.0,0,0.0,0.0
