symbol,base_asset,price,volume_24h_usdt,price_change_24h,rsi_14,volume_category,momentum_score,volatility,ai_prediction,ai_confidence,risk_score,sector,ecosystem_score,volume_rank,momentum_rank,performance_rank
VOXELUSDT,VOXEL,0.0561,628.0002299999999,0.0,0.0,nano_cap,2.7979598027940633,0.0,NEUTRAL,0.5,4.300510049301484,gaming,7.0,120,140,35
BICOUSDT,BICO,0.1088,599.7719679999999,4.716,0.0,nano_cap,3.249586163945335,0.04716,NEUTRAL,0.5,4.541303459013666,general,6.0,121,119,9
BLURUSDT,BLUR,0.08,588.5680000000001,-5.882,0.0,nano_cap,3.357996646140741,0.05882,NEUTRAL,0.5,4.601650838464815,general,6.0,122,109,141
SUSHIUSDT,SUSHI,0.753,544.1931000000001,-5.757,0.0,nano_cap,3.311453030918707,0.057569999999999996,NEUTRAL,0.5,4.603911742270323,defi,8.0,123,113,140
EOSUSDT,EOS,0.508,515.366,1.6,0.0,nano_cap,2.872115763653284,0.016,NEUTRAL,0.5,4.401971059086679,general,6.0,124,136,19
XNOUSDT,XNO,0.913,511.49912,1.557,0.0,nano_cap,2.864544890874234,0.015569999999999999,NEUTRAL,0.5,4.400638777281442,general,6.0,125,137,20
TFUELUSDT,TFUEL,0.0362,463.36,-2.478,0.0,nano_cap,2.9137185401810344,0.024780000000000003,NEUTRAL,0.5,4.457420364954741,general,6.0,126,133,72
ENJUSDT,ENJ,0.0838,455.10941999999994,-6.054,0.0,nano_cap,3.2635158247651934,0.060540000000000004,NEUTRAL,0.5,4.638171043808701,gaming,7.0,127,117,146
CELOUSDT,CELO,0.3123,442.40418,-3.223,0.0,nano_cap,2.968119221692569,0.03223,NEUTRAL,0.5,4.499695194576858,general,6.0,128,130,88
SANDUSDT,SAND,0.2703,425.9928,0.409,0.0,nano_cap,2.670302258852262,0.00409,NEUTRAL,0.5,4.363099435286935,gaming,7.0,129,146,28
QTUMUSDT,QTUM,2.13,394.902,8.563,0.0,nano_cap,3.4527893332472157,0.08563000000000001,NEUTRAL,0.5,4.7790276666881955,general,6.0,130,99,3
IOTXUSDT,IOTX,0.03208,380.85375999999997,4.054,0.0,nano_cap,2.9861582475470785,0.04054,NEUTRAL,0.5,4.557510438113231,general,6.0,131,129,12
KAVAUSDT,KAVA,0.3705,306.14414999999997,-7.282,0.0,nano_cap,3.2141259650717915,0.07282,NEUTRAL,0.5,4.742618508732051,general,6.0,132,122,157
PNUTUSDT,PNUT,0.2212,277.42904000000004,-4.532,0.0,nano_cap,2.8963519190719915,0.04532,NEUTRAL,0.5,4.615812020232003,general,6.0,133,135,123
ANKRUSDT,ANKR,0.01481,260.753746,-2.694,0.0,nano_cap,2.6856305562373732,0.02694,NEUTRAL,0.5,4.530642360940656,general,6.0,134,144,76
ANIMEUSDT,ANIME,0.01595,259.709065,-4.262,0.0,nano_cap,2.840687108700424,0.04262,NEUTRAL,0.5,4.609478222824894,general,6.0,135,139,115
LAYERUSDT,LAYER,0.5884,251.005556,-1.901,0.0,nano_cap,2.5897833346819787,0.01901,NEUTRAL,0.5,4.495129166329505,general,6.0,136,147,65
DARUSDT,DAR,0.12629,240.58245000000002,3.686,0.0,nano_cap,2.7498639432608893,0.03686,NEUTRAL,0.5,4.588984014184778,general,6.0,137,142,14
VITEUSDT,VITE,0.00246,216.66696,-10.545,0.0,nano_cap,3.3902926898907095,0.10545,NEUTRAL,0.5,4.943301827527323,general,6.0,138,107,166
XECUSDT,XEC,2.013e-05,210.01763871,-1.901,0.0,nano_cap,2.512355771270709,0.01901,NEUTRAL,0.5,4.514486057182323,general,6.0,139,148,66
ONGUSDT,ONG,0.1647,209.66310000000001,-5.886,0.0,nano_cap,2.91012200282341,0.05886,NEUTRAL,0.5,4.713919499294147,general,6.0,140,134,142
BANDUSDT,BAND,0.65,204.23,-3.988,0.0,nano_cap,2.70891953734681,0.03988,NEUTRAL,0.5,4.621870115663297,general,6.0,141,143,107
1INCHUSDT,1INCH,0.2472,203.84112000000002,-8.444,0.0,nano_cap,3.1536917968821183,0.08444000000000002,NEUTRAL,0.5,4.844877050779471,general,6.0,142,125,162
ZENUSDT,ZEN,8.49,184.0632,5.86,0.0,nano_cap,2.850966968110302,0.058600000000000006,NEUTRAL,0.5,4.726758257972425,general,6.0,143,138,6
CTSIUSDT,CTSI,0.0648,178.7184,2.047,0.0,nano_cap,2.4568692677104242,0.020470000000000002,NEUTRAL,0.5,4.539307683072394,general,6.0,144,149,17
ADXUSDT,ADX,0.1195,174.47,-6.859,0.0,nano_cap,2.927620761068593,0.06859,NEUTRAL,0.5,4.782519809732852,general,6.0,145,132,151
POLYXUSDT,POLYX,0.138,174.21120000000002,0.0,0.0,nano_cap,2.2410760722665817,0.0,NEUTRAL,0.5,4.439730981933355,general,6.0,146,152,36
TRACUSDT,TRAC,0.4335,166.0305,-5.638,0.0,nano_cap,2.7839878757808516,0.05638,NEUTRAL,0.5,4.726853031054787,general,6.0,147,141,139
ACHUSDT,ACH,0.02018,142.18828,-1.224,0.0,nano_cap,2.2752638007461155,0.01224,NEUTRAL,0.5,4.522984049813472,general,6.0,148,151,58
TUSDT,T,0.0162,141.3126,-0.491,0.0,nano_cap,2.1992808870184595,0.00491,NEUTRAL,0.5,4.487004778245384,general,6.0,149,155,49
STORJUSDT,STORJ,0.265,126.14,0.991,0.0,nano_cap,2.199952826657301,0.00991,NEUTRAL,0.5,4.524336793335674,general,6.0,150,154,23
KAITOUSDT,KAITO,1.1616,106.63488,0.389,0.0,nano_cap,2.066799284557261,0.0038900000000000002,NEUTRAL,0.5,4.512475178860685,general,6.0,151,157,29
POPCATUSDT,POPCAT,0.2922,101.48106000000001,-4.291,0.0,nano_cap,2.4354849949090402,0.042910000000000004,NEUTRAL,0.5,4.71295375127274,general,6.0,152,150,116
MOODENGUSDT,MOODENG,0.1595,87.2465,-2.803,0.0,nano_cap,2.2210480137266306,0.02803,NEUTRAL,0.5,4.654962996568343,general,6.0,153,153,79
PROMUSDT,PROM,8.892,86.16347999999999,-0.814,0.0,nano_cap,2.0167232310777186,0.00814,NEUTRAL,0.5,4.556869192230571,general,6.0,154,159,52
DUSDT,D,0.03427,81.76822,1.451,0.0,nano_cap,2.05768454376419,0.01451,NEUTRAL,0.5,4.594403864058952,general,6.0,155,158,21
EGLDUSDT,EGLD,14.04,77.3604,-1.887,0.0,nano_cap,2.0772187066455716,0.01887,NEUTRAL,0.5,4.622220323338608,general,6.0,156,156,64
MASKUSDT,MASK,1.218,73.08,0.0,0.0,nano_cap,1.8637985386805003,0.0,NEUTRAL,0.5,4.534050365329875,general,6.0,157,161,37
SKLUSDT,SKL,0.01864,72.45368,-8.177,0.0,nano_cap,2.677760448649229,0.08177,NEUTRAL,0.5,4.943834887837693,general,6.0,158,145,160
LAZIOUSDT,LAZIO,0.854,65.35662,-17.087,0.0,nano_cap,3.523989584018458,0.17087,NEUTRAL,0.5,5.400527603995386,general,6.0,159,91,170
ORBSUSDT,ORBS,0.01929,49.999680000000005,0.0,0.0,nano_cap,1.6989672248424403,0.0,NEUTRAL,0.5,4.57525819378939,general,6.0,160,163,38
PORTOUSDT,PORTO,0.739,31.946969999999997,-27.832,0.0,nano_cap,4.287629673928477,0.27832,NEUTRAL,0.5,6.015492581517881,general,6.0,161,52,172
