symbol,base_asset,price,volume_24h_usdt,price_change_24h,rsi_14,volume_category,momentum_score,volatility,ai_prediction,ai_confidence,risk_score,sector,ecosystem_score,volume_rank,momentum_rank,performance_rank
STGUSDT,STG,0.1602,35.35474,0.062,0.0,nano_cap,1.5546476477748716,0.00062,NEUTRAL,0.5,4.615988088056282,general,6.0,169,170,149
PONDUSDT,POND,0.00808,24.98336,0.0,0.0,nano_cap,1.3976508460208734,0.0,NEUTRAL,0.5,4.650587288494782,general,6.0,170,172,158
STMXUSDT,STMX,0.000108,23.657353,-0.917,0.0,nano_cap,1.465666150190314,0.009170000000000001,NEUTRAL,0.5,4.7023584624524215,general,6.0,171,171,169
LAYERUSDT,LAYER,0.6001,20.725918,0.351,0.0,nano_cap,1.3516137755796076,0.0035099999999999997,NEUTRAL,0.5,4.688421556105098,general,6.0,172,173,147
GUSDT,G,0.01187,16.27751,11.142,0.0,nano_cap,2.325787970825476,0.11141999999999999,NEUTRAL,0.5,5.254203007293631,general,6.0,173,149,12
MEUSDT,ME,0.732,12.19618,-0.272,0.0,nano_cap,1.1134238253710957,0.00272,NEUTRAL,0.5,4.742044043657226,general,6.0,174,174,167
BOSONUSDT,BOSON,0.0908,9.95168,0.0,0.0,nano_cap,0.9978964026694355,0.0,NEUTRAL,0.5,4.750525899332641,general,6.0,175,175,159
PROMUSDT,PROM,8.637,1.03644,0.0,0.0,nano_cap,0.015544165645369284,0.0,NEUTRAL,0.5,4.996113958588658,general,6.0,176,176,160
FORTUSDT,FORT,0.0,0.0,0.0,0.0,nano_cap,0.0,0.0,NEUTRAL,0.5,5.0,general,6.0,177,177,161
DUSDT,D,0.0,0.0,0.0,0.0,nano_cap,0.0,0.0,NEUTRAL,0.5,5.0,general,6.0,178,178,162
METISUSDT,METIS,0.0,0.0,0.0,0.0,nano_cap,0.0,0.0,NEUTRAL,0.5,5.0,general,6.0,179,179,163
ORCAUSDT,ORCA,0.0,0.0,0.0,0.0,nano_cap,0.0,0.0,NEUTRAL,0.5,5.0,general,6.0,180,180,164
